char,dialog,movie
MERRY, Tomatoes sausages nice crispy bacon ,The Fellowship of the Ring 
SAM, Saved     some for you Mr Frodo ,The Fellowship of the Ring 
SAM,Look Frodo  Its Mr Bilbos trolls ,The Fellowship of the Ring 
SAM,Hes going cold ,The Fellowship of the Ring 
PIPPIN,Is he going to die  ,The Fellowship of the Ring 
STRIDER,Hes passing into the Shadow world  Hell soon become a wraith     like them  ,The Fellowship of the Ring 
MERRY,Theyre close ,The Fellowship of the Ring 
STRIDER,Sam Do you know the Athelas plant  ,The Fellowship of the Ring 
LEGOLAS,Govannas vn gwennen le Haldir o Lrien ,The Fellowship of the Ring 
HALDIR,A Aragorn in Dnedain istannen le ammen ,The Fellowship of the Ring 
ARAGORN, Haldir ,The Fellowship of the Ring 
GIMLI,So much for the legendary courtesy of the Elves Speak words     we can also understand ,The Fellowship of the Ring 
HALDIR,We have not had dealings with the dwarves since the dark     days ,The Fellowship of the Ring 
GIMLI,Unbekannt,The Fellowship of the Ring 
ARAGORN, That was not so courteous ,The Fellowship of the Ring 
HALDIR,     You bring great evil with you You     can go no further ,The Fellowship of the Ring 
ARAGORN,Boe ammen veriad ln Andelu i ven ,The Fellowship of the Ring 
ARAGORN,Merin le telim     ,The Fellowship of the Ring 
HALDIR,Aragorn  ,The Fellowship of the Ring 
ARAGORN, Andelu i ven ,The Fellowship of the Ring 
GANDALF,Frodo come and help an old man Hows your shoulder ,The Fellowship of the Ring 
SAM,Those rain clouds might ,The Two Towers 
SAM,This looks strangely familiar ,The Two Towers 
FRODO,Its because weve been here beforeWere going in circles ,The Two Towers 
SAM,What is that horrid stinkI warrant theres a nasty bog nearby Can you smell it ,The Two Towers 
FRODO,YesI can smell itWere not alone ,The Two Towers 
GOLLUM,The thieves The thievesThe filthy little thievesWhere is itWhere is itThey stole it from usMy preciousCurse them we hates themIts ours it is and we wants it ,The Two Towers 
FRODO,This is StingYouve seen it beforehavent you GollumRelease him or Ill cut your throat ,The Two Towers 
GOLLUM,Yessssss ,The Two Towers 
GOLLUM,It burnsIt burns usIt freezesNasty Elves twisted it ,The Two Towers 
GOLLUM,Take it off us ,The Two Towers 
SAM ,Quiet youIts hopeless Every Orc in Mordorsgoing to hear this racket    Lets just tie him up and leave him ,The Two Towers 
GOLLUM,NoThat would kill us Kill us ,The Two Towers 
SAM,Its no more than you deserve ,The Two Towers 
FRODO,Maybe he does deserve to dieBut now that I see him I do pity him ,The Two Towers 
GOLLUM,We be nice to themif they be nice to usTake it off usWe swears to do what you wantsWe swears ,The Two Towers 
SAM,Mr Frodo   Frodo Frodo      I thought Id lost you ,The Fellowship of the Ring 
FRODO,What are you talking about  ,The Fellowship of the Ring 
SAM,Its just something Gandalf said  ,The Fellowship of the Ring 
FRODO,What did he say ,The Fellowship of the Ring 
GANDALF,The Fellowship awaits the Ringbearer  ,The Fellowship of the Ring 
FRODO,Mordor Gandalf is it left or right  ,The Fellowship of the Ring 
GANDALF,     Left ,The Fellowship of the Ring 
GANDALF VOICEOVER,We must hold this course west of the Misty Mountains for     forty days If our luck holds the Gap of Rohan will still be open to us     and there are     road turns east to Mordor ,The Fellowship of the Ring 
BOROMIR,Good very good  ,The Fellowship of the Ring 
ARAGORN,Move your feet ,The Fellowship of the Ring 
MERRY,You look good Pippin ,The Fellowship of the Ring 
PIPPIN,     Thanks  ,The Fellowship of the Ring 
GIMLI, If     anyone was to ask for my opinion which I note that theyre not Id say     that we were taking the long way round Gandalf we could pass through the     Mines of Moria  My cousin Balin would give us a royal welcome  ,The Fellowship of the Ring 
GANDALF,No Gimli I would not take the road through Moria unless I     had no other choice ,The Fellowship of the Ring 
PIPPIN,ARGH ,The Fellowship of the Ring 
BOROMIR,Sorry  ,The Fellowship of the Ring 
MERRY,Get him  ,The Fellowship of the Ring 
PIPPIN,For the Shire  Hold him hold him down Merry     ,The Fellowship of the Ring 
ARAGORN,Gentlemen thats enough  ,The Fellowship of the Ring 
ARAGORN,The same blood flows in my veins  The same weakness  ,The Fellowship of the Ring 
ARWEN, Your time     will come  You will face the same evil and you will defeat it       A si iDhath orthor Aragorn  or le a  or nin ,The Fellowship of the Ring 
ARWEN,Renech i lu i erui govannen  ,The Fellowship of the Ring 
ARAGORN,Nauthannem i ned ol reniannen,The Fellowship of the Ring 
ARWEN,Gwenwin in enninathUarnech in naeth i si celich  Renech i beth i     pennen  ,The Fellowship of the Ring 
ARAGORN,You said you would bind yourself to     meforesaking     the immortal life of your people ,The Fellowship of the Ring 
ARWEN,and to that I hold  I would rather share one lifetime     with you than face all the ages of this world alone  ,The Fellowship of the Ring 
ARWEN,I choose a mortal life ,The Fellowship of the Ring 
ARAGORN,You cannot give me this ,The Fellowship of the Ring 
ARWEN,It is mine to give to whom I will  Like my heart     ,The Fellowship of the Ring 
ELROND,Strangers from distant lands friends of old  You have     been summoned here to answer the threat of Mordor  Middle Earth stands     upon the brink of destruction  None can escape it  You will     unite or you will fall  Each race is bound to this fate this one     doom Bring forth the Ring Frodo ,The Fellowship of the Ring 
BOROMIR, So     its true  ,The Fellowship of the Ring 
BOROMIR,In a dream  I saw the Eastern sky grow dark In the West a pale light lingered A     voice was crying your doom is near at hand  Isildurs bane is found     Isildurs Bane ,The Fellowship of the Ring 
ARAGORN,We are no spiesWe track a party of Urukhaiwestward across the plainThey have taken two of our friendscaptive ,The Two Towers 
EOMER,The Uruks are destroyedWe slaughtered them during the night ,The Two Towers 
GIMLI,But there were two HobbitsDid you see two Hobbits with them ,The Two Towers 
ARAGORN,They would be smallOnly children to your eyes ,The Two Towers 
EOMER,We left none aliveWe piled the carcasses and burned them  ,The Two Towers 
GIMLI,Dead ,The Two Towers 
EOMER,I am sorry ,The Two Towers 
EOMER,Hasufel Arod May these horses bear you to betterfortune than their former mastersFarewell,The Two Towers 
EOMER,Look for your friendsBut do not trust to hopeIt has forsaken these lands We ride north ,The Two Towers 
GIMLI,Its one of their wee belts ,The Two Towers 
LEGOLAS, Hiro hyn hdh     ab wanath  ,The Two Towers 
ARAGORN,Aaaaagh ,The Two Towers 
GRIMA,I understand His passing is hard to accept Especially now     that your brother has deserted you ,The Two Towers 
EOWYN,Leave me alone snake ,The Two Towers 
GRIMA,Oh but you are alone Who knows what youve spoken to the     darkness in     the bitter watches of the nightwhen all your life seems to shrink The     walls of your bower closing in about you A hutch to trammel some wild thing     in    So fair So cold Like a morning of pale springstill clinging     to winters chill ,The Two Towers 
EOWYN,    Your words are poison ,The Two Towers 
GIMLI,Youll find more cheer in a graveyard ,The Two Towers 
HAMA,I cannot allow you before Theoden King so armed Gandalf     Greyhame By order of Grima Wormtongue ,The Two Towers 
HAMA,Your staff ,The Two Towers 
GANDALF,Hmmm You     would not part an old man from his walking stick,The Two Towers 
GRIMA,     My lord Gandalf the Grey is coming Hes a herald of woe ,The Two Towers 
GANDALF,The courtesy of your hall is somewhat lessened of lateTheoden     King ,The Two Towers 
GRIMA, Hes     not welcome ,The Two Towers 
THEODEN,Why should I welcome youGandalf Stormcrow    ,The Two Towers 
GRIMA,A just question my liege Late is the hourin which this     conjurer chooses to appear Lathspell I name himIll news is an ill guest ,The Two Towers 
GANDALF,Be silent Keep your forked tongue behind your teeth I have     not passed through fire and deathto bandy crooked words with a witless     worm  ,The Two Towers 
GRIMA,His staff I     told you to take the wizards staff ,The Two Towers 
THEODEN,GrimaGrimaGrima,The Two Towers 
EOMER,Orcs are roaming freelyacross our landsUnchecked UnchallengedKilling at willOrcs bearing the White Hand of Saruman,The Two Towers 
GRIMA,Why do you lay these troubleson an already troubled mindCan you not seeYour uncle is weariedby your malcontentyour warmongering,The Two Towers 
EOMER,WarmongeringHow long is it sinceSaruman bought youWhat was the promised price GrimaWhen all the Men are deadyou will take your share of the treasure,The Two Towers 
EOMER,Too long have you watched my sisterToo long have you haunted her steps,The Two Towers 
GRIMA,You see much Eomer son of Eomund,The Two Towers 
GRIMA,Too muchYou are banished forthwithfrom the kingdom of Rohanand all its domainsunder pain of death,The Two Towers 
EOMER,You have no authority hereYour orders mean nothing,The Two Towers 
GRIMA,This order does not come from meIt comes from the kingHe signed it this morning,The Two Towers 
GOLLUM,DeadNo you cannot kill them No ,The Two Towers 
GOLLUM,WraithsWraiths on wingsThey are calling for itThey are calling for the precious ,The Two Towers 
SAM,Mr Frodo Its all rightIm here ,The Two Towers 
GOLLUM,Hurry HobbitsThe Black Gate is very close ,The Two Towers 
GIMLI,Orc blood ,The Two Towers 
ARAGORN,These are strange tracks ,The Two Towers 
GIMLI,The air is so close in here ,The Two Towers 
LEGOLAS,This forest is oldVery oldFull of memoryand anger ,The Two Towers 
LEGOLAS,The trees are speaking to each other ,The Two Towers 
ARAGORN,GimliLower your axe ,The Two Towers 
GIMLI,     oh ,The Two Towers 
LEGOLAS,They have feelings my friendThe Elves began itWaking up the treesteaching them to speak ,The Two Towers 
GIMLI,Talking treesWhat do trees have to talk aboutExcept the consistencyof squirrel droppings ,The Two Towers 
LEGOLAS,Aragorn nad no ennas ,The Two Towers 
GANDALF,This will be the end of Gondor as we know it    Here the hammer stroke     will fall hardest    If the river is taken if the garrison at Osgiliath     falls the last defence of this city will be gone  ,The Return of the King 
PIPPIN,But we have the white wizard  Thats got to count for something      ,The Return of the King 
PIPPIN,Gandalf ,The Return of the King 
GANDALF,Sauron has yet to show his deadliest servant           The one who will lead Mordors army in war   The one they say no living man can kill         The Witch King of Angmar Youve met him before        He stabbed Frodo on Weathertop      He is the lord of the Nazgl  The greatest of the nine ,The Return of the King 
GOLLUM,The Dead City  Very nasty place full of enemies ,The Return of the King 
GOLLUM,Quick quick  They will see they will see ,The Return of the King 
GOLLUM,Come away come away  Look we have found it  The way into Mordor ,The Return of the King 
GOLLUM,The secret stair  Climb ,The Return of the King 
SAM,No  Mr Frodo ,The Return of the King 
GOLLUM,Not that way ,The Return of the King 
GOLLUM,Whats it doing ,The Return of the King 
SAM,No ,The Return of the King 
FRODO,Theyre calling me ,The Return of the King 
FRODO,Put it out you fools  Put it out ,The Fellowship of the Ring 
PIPPIN,Well thats nice Thats nice  Ash on my tomatoes ,The Fellowship of the Ring 
FRODO,Go ,The Fellowship of the Ring 
SAM,Backl you Devils  ,The Fellowship of the Ring 
SAM,     Frodo ,The Fellowship of the Ring 
FRODO,Oh Sam  ,The Fellowship of the Ring 
SAM,Strider     Help him Strider ,The Fellowship of the Ring 
STRIDER,  Hes been stabbed by a Morgul blade     This is beyond my skill to heal  He needs     elvish medicine  ,The Fellowship of the Ring 
STRIDER,Hurry ,The Fellowship of the Ring 
SAM,Its six days from Rivendell Hell never make it  ,The Fellowship of the Ring 
STRIDER,Frodo Frodo ,The Fellowship of the Ring 
FRODO VOICE,GANDALF ,The Fellowship of the Ring 
SAM,Athelas   ,The Fellowship of the Ring 
STRIDER,Kingsfoil ,The Fellowship of the Ring 
SAM,Kingsfoil aye its a weed ,The Fellowship of the Ring 
STRIDER,It may help to slow the poison  Hurry ,The Fellowship of the Ring 
ARWEN,Whats this  a Ranger caught off his guard   ,The Fellowship of the Ring 
ARWEN,Frodo Im Arwen Telin le thaed Lasto beth nin Tolo dan na galad     ,The Fellowship of the Ring 
MERRY,Who is she ,The Fellowship of the Ring 
ARWEN,Frodo ,The Fellowship of the Ring 
