char,dialog,movie
PIPPIN, Yes      ,The Return of the King 
MERRY,  Are you going to leave me     ,The Return of the King 
PIPPIN,  No Merry Im going to look after you      ,The Return of the King 
GORBAG,  Hands off That shiny shirt thats mine     ,The Return of the King 
ARGORN,Their pace has quickenedThey must have caught our scentHurry ,The Two Towers 
LEGOLAS,Come on Gimli ,The Two Towers 
GIMLI,Three days and nights pursuitNo food No restAnd no sign of our quarrybut what bare rock can tell ,The Two Towers 
ARAGORN,Not idly do the leaves of Lorien fall,The Two Towers 
LEGOLAS,They may yet be alive,The Two Towers 
ARGORN,Less than a day ahead of us Come,The Two Towers 
LEGOLAS,Come Gimli Were gaining on them,The Two Towers 
GIMLI,Im wasted on crosscountryWe Dwarves are natural sprintersVery dangerous over short distances,The Two Towers 
MERRY,Hes gone ,The Two Towers 
PIPPIN,Merry ,The Two Towers 
TREEBEARD,Hooom ,The Two Towers 
MERRY,Aaagh  ,The Two Towers 
ORC,Lets put a maggot hole in your belly ,The Two Towers 
PIPPIN,Run Merry ,The Two Towers 
TREEBEARD,Little Orcs ,The Two Towers 
PIPPIN,Its talking MerryThe tree is talking ,The Two Towers 
TREEBEARD,TreeI am no treeI am an Ent ,The Two Towers 
MERRY,A treeherderA shepherd of the forest ,The Two Towers 
PIPPIN,Dont talk to it MerryDont encourage it ,The Two Towers 
TREEBEARD,Treebeard some call me ,The Two Towers 
PIPPIN,And whose side are you on ,The Two Towers 
TREEBEARD,SideI am on nobodys sidebecause nobodys on my sidelittle OrcNobody cares for the woods anymore ,The Two Towers 
MERRY,Were not Orcs Were Hobbits ,The Two Towers 
GANDALF VOICE OVER,You cannot pass ,The Two Towers 
FRODO VOICE OVER,Gandalf ,The Two Towers 
GANDALF VOICE OVER,I am a servant of the Secret Fire wielder of the flame of Anor    Go back to the ShadowThe dark fire will not avail youflame of Udun,The Two Towers 
GANDALF,You shall not pass ,The Two Towers 
BOROMIR , No No ,The Two Towers 
FRODO,Gandalf ,The Two Towers 
MERRY,Its Sarumans armyThe war has started,The Two Towers 
SAM,    Give me your hand  ,The Return of the King 
SAM,    Take my hand  ,The Return of the King 
SAM,    No  Dont you let go Dont let go Reeeaaach     ,The Return of the King 
MERRY,    Frodo Frodo     ,The Return of the King 
PIPPIN,    Frodo ,The Return of the King 
FRODO,    Its gone  Its done ,The Return of the King 
SAM,    Yes Mr Frodo Its over now ,The Return of the King 
FRODO,    I can see the Shire The Brandywine River Bag End Gandalfs fireworks The     lights on the party tree ,The Return of the King 
SAM,    Rosie Cotton dancing      She had ribbons in her hair If ever I was to marry someone it would have     been her  It wouldve been her  ,The Return of the King 
FRODO,     Im glad to be with you Samwise Gamgee here at the end of all things     They hug ,The Return of the King 
DENETHOR,     I am steward of the house of Anrion Thus have I walked and thus now I will sleep  ,The Return of the King 
DENETHOR,    Gondor is lost There is no hope for men  Why do the fools fly Better to die sooner than late For die we must  ,The Return of the King 
DENETHOR,    No tomb for Denethor and Faramir No long slow sleep of death embalmed We shall burn like the heathen Kings of old  Bring wood and oil  ,The Return of the King 
GANDALF,    Steady Steady  ,The Return of the King 
GANDALF,    You are soldiers of Gondor No matter what comes through that gate you will stand your ground ,The Return of the King 
GANDALF,    Volley  Fire  ,The Return of the King 
SAM,    Let him go you filth Let him go  ,The Return of the King 
SAM,    You will not touch him again  Come on then finish it  ,The Return of the King 
GIMLI,Keep breathing Thats the keyBreathe ,The Two Towers 
LEGOLAS,Theyve run as if the very whipsof their masters were behind them ,The Two Towers 
ORC,Were not going no furtheruntil weve had a breather ,The Two Towers 
UGLUK,Get a fire going ,The Two Towers 
PIPPIN,MerryMerry ,The Two Towers 
MERRY,I think we might have made a mistakeleaving the Shire Pippin ,The Two Towers 
PIPPIN,Whats making that noise ,The Two Towers 
MERRY,Its the trees ,The Two Towers 
GANDALF,Peregrin Took my lad there is a task now to be done  Another     opportunity for one of the Shire folk to prove their great worth      You must not fail me      ,The Return of the King 
FARAMIR,Its been very quiet across the river   ,The Return of the King 
MADRIL,The Orcs are lying low  The garrison may have moved out  Weve sent     scouts to Cair Andros  If the Orcs attack from the North well have some     warning   ,The Return of the King 
GOTHMOG,Quiet    ,The Return of the King 
SOLDIER,We need 10 more   ,The Return of the King 
EOWYN,  No      ,The Return of the King 
THEODEN,     I go to my fathers in whose mighty company I shall not now feel ashamed      ,The Return of the King 
THEODEN,     Eowyn      ,The Return of the King 
KING OF THE DEAD,  Release us      ,The Return of the King 
GIMLI,  Bad idea  Very handy in a tight spot these lads despite the fact theyre dead     ,The Return of the King 
KING OF THE DEAD,  You gave us your word      ,The Return of the King 
ARAGORN,  I hold your oath fulfilled  Go  Be at peace     ,The Return of the King 
PIPPIN,  Merry     ,The Return of the King 
EOMER,  Nooooo      ,The Return of the King 
EOMER,  Nooooooo  Noooooo      ,The Return of the King 
FRODO,Lead the way Smeagol ,The Two Towers 
GOLLUM,Good Smeagol always helps ,The Two Towers 
MERRY,HelloTreebeardWhere has he gone ,The Two Towers 
PIPPIN,I had the loveliest dream last nightThere was this large barrelfull of pipeweedAnd we smoked all of itAnd thenyou were sickId give anything for a whiff of Old Toby ,The Two Towers 
MERRY,Did you hear thatThere it is againSomethings not right hereNot right at all ,The Two Towers 
MERRY,You just said somethingTreeish ,The Two Towers 
PIPPIN,No I didnt I was just stretching ,The Two Towers 
MERRY,Youre taller ,The Two Towers 
PIPPIN,Who ,The Two Towers 
MERRY,You ,The Two Towers 
PIPPIN,Than what ,The Two Towers 
MERRY,Than me ,The Two Towers 
PIPPIN,Ive always been taller than you ,The Two Towers 
MERRY,Pippin everyone knows Im the tall oneYoure the short one ,The Two Towers 
PIPPIN,Please MerryYoure what Threefootsix At the mostWhereas me Im pushing 37 38 ,The Two Towers 
SHAGRAT,  Its going to the Great Eye along with everything else      ,The Return of the King 
GORBAG,  I dont take orders from stinking Morgulrats      ,The Return of the King 
SHAGRAT,  You touch it and Ill stick this blade in your gut     ,The Return of the King 
GORBAG,     The scum tried to knife me  Kill him      ,The Return of the King 
SAM,  Thats for Frodo     ,The Return of the King 
SAM,  And the Shire     ,The Return of the King 
SAM,  And thats for my old gaffer     ,The Return of the King 
SHAGRAT,  Stop your squealing you dunghill rat      ,The Return of the King 
SHAGRAT,  Im gonna bleed you like a stuck pig      ,The Return of the King 
SAM,  Not if I stick you first      ,The Return of the King 
FRODO,  Sam      ,The Return of the King 
FRODO,  Oh Sam Im so sorry  Sorry for everything     ,The Return of the King 
SAM,  Lets get you out of here      ,The Return of the King 
ARAGORN,RohanHome of the HorselordsTheres something strange at work hereSome evil gives speedto these creaturesSets its will against us,The Two Towers 
ARAGORN,Legolas What do your Elfeyes see,The Two Towers 
LEGOLAS,The Uruks turn northeastThey are taking the Hobbits to lsengard,The Two Towers 
ARAGORN,Saruman,The Two Towers 
SARUMAN VOICE OVER,The world is changingWho now has the strength to standagainst the armies of Isengardand MordorTo stand against the might of Sauronand Sarumanand the union of the two towers,The Two Towers 
SARUMAN VOICE OVER,Together my Lord Sauron we shall rule this Middleearth ,The Two Towers 
SARUMAN VOICE OVER ,The Old World will burnin the fires of industryThe forests will fallA new order will riseWe will drive the machine of warwith the sword and the spear and the iron fists of the Orc We have only     to remove those who oppose us ,The Two Towers 
SARUMAN,I want them armed and ready to marchwithin two weeks ,The Two Towers 
ORC,But my lord there are too manyThey cannot all be armed in timewe dont have the means,The Two Towers 
SARUMAN,Build a dam block the streamwork the furnaces night and day,The Two Towers 
ORC,We dont have enough fuelto feed the fires,The Two Towers 
TREEBEARD,HobbitsNever heard of a Hobbit beforeSounds like Orc mischief to me They come with fireThey come with axesGnawing biting breakinghacking burning Destroyers and usurpers Curse them ,The Two Towers 
MERRY,NoYou dont understand Were HobbitsHalflingsShirefolk ,The Two Towers 
TREEBEARD,Maybe you areand maybe you arentThe White Wizard will know ,The Two Towers 
PIPPIN,The White Wizard ,The Two Towers 
MERRY,Saruman ,The Two Towers 
GOLLUM,See SeeWeve led you outHurry Hobbitses Hurry Very lucky we find you    Nice Hobbit ,The Two Towers 
SAM,Its a bog Hes led us into a swamp ,The Two Towers 
GOLLUM,A swamp yes yesCome master We will take youon safe paths through the mistCome Hobbits Come We go quickly I found it I didThe way through the marshesOrcs dont use itOrcs dont know itThey go around for miles and milesCome quicklySoft and quick as shadows we must be ,The Two Towers 
SAM,I hate this place Its too quietTheres been no sight nor soundof a bird for two days ,The Two Towers 
GOLLUM,No no birdses to eatNo crunchable birdsesWe are famished YesFamished we are precious  ,The Two Towers 
FRODO,Here ,The Two Towers 
GOLLUM,What does it eatsIs it tasty It tries to chokes usWe cant eats Hobbit foodWe must starve     ,The Two Towers 
SAM,Well starve then And good riddance ,The Two Towers 
GOLLUM,Oh cruel HobbitIt does not care if we be hungryDoes not care if we should die Not like masterMaster caresMaster knowsYesPreciousOnce it takes hold of usit never lets go ,The Two Towers 
FRODO,Dont touch me ,The Two Towers 
GANDALF,Fly you fools ,The Two Towers 
FRODO ,NoGandalf ,The Two Towers 
FRODO,Gandalf ,The Two Towers 
SAM,What is it Mr Frodo ,The Two Towers 
FRODO,NothingJust a dream ,The Two Towers 
SAM,Can you see the bottom ,The Two Towers 
FRODO,No Dont look down SamJust keep going ,The Two Towers 
SAM,Catch it Grab it Mr Frodo ,The Two Towers 
SAM,Mr Frodo ,The Two Towers 
FRODO,I think Ive found the bottom ,The Two Towers 
SAM,Bogs and ropeand goodness knows whatIts not natural None of it ,The Two Towers 
FRODO,Whats in this ,The Two Towers 
SAM,NothingJust a bit of seasoningI thought maybe if we was havinga roast chicken one night or something ,The Two Towers 
FRODO,Roast chicken ,The Two Towers 
SAM,    Back  ,The Return of the King 
SAM,    Mr Frodo  ,The Return of the King 
SAM,    Oh no Frodo Mr Frodo  Wake up Dont leave me here     alone Dont go where I cant follow Wake up Not asleep Dead     ,The Return of the King 
SHAGRAT,    You get back you scum  ,The Return of the King 
SHAGRAT,    Whats this  ,The Return of the King 
ORC,    Killed another one has she  ,The Return of the King 
SHAGRAT,    No  This fellow aint dead ,The Return of the King 
SAM,     Not dead  ,The Return of the King 
SHAGRAT,    She jabs him with her stinger and he goes as limp as a boned fish aaa then she has her way with them Thats how she likes to feed Fresh blood Get him to the Tower  ,The Return of the King 
SAM,    Samwise you fool ,The Return of the King 
ORC,    This scum will be awake in a couple of hours ,The Return of the King 
SHAGRAT,    Then hell wish hed never been born ,The Return of the King 
DENETHOR,    The house of his spirit crumbles He is burning Already burning  ,The Return of the King 
PIPPIN,What ,The Two Towers 
MERRY,You remember the Old Foreston the borders of BucklandFolk used to say there was something inthe water that made the trees grow talland come alive ,The Two Towers 
PIPPIN,Alive ,The Two Towers 
MERRY,Trees that could whispertalk to each othereven move ,The Two Towers 
URUK-HAI,Im starvingWe aint had nothing but maggoty breadfor three stinking days ,The Two Towers 
SNAGA,YeahWhy cant we have some meat What about themTheyre fresh ,The Two Towers 
UGLUK,They are not for eating ,The Two Towers 
GRISHNAKH,What about their legsThey dont need those ,The Two Towers 
GRISHNAKH,They look tasty ,The Two Towers 
UGLUK,Get back scumThe prisoners go to SarumanAlive and unspoiled ,The Two Towers 
GRISHNAKH,Alive Why aliveDo they give good sport ,The Two Towers 
UGLUK,They have somethingAn Elvish weaponThe master wants it for the war ,The Two Towers 
PIPPIN,They think we have the Ring ,The Two Towers 
MERRY,SshAs soon as they find out we dontwere dead ,The Two Towers 
GOTHMOG,Kill him ,The Return of the King 
FARAMIR,Theyre not coming from the North  To the river quick quick ,The Return of the King 
DAMROD,Go  come on ,The Return of the King 
GOTHMOG, Faster        Draw swords   ,The Return of the King 
SOLDIER,Hold  Hold them   ,The Return of the King 
SOLDIER,What   ,The Return of the King 
GANDALF, Amon Dn ,The Return of the King 
SOLDIER,The beacon  The beacon of Amon Dn is lit   ,The Return of the King 
GANDALF,Hope is kindled   ,The Return of the King 
ARAGORN,The beacons of Minas Tirith  The beacons are lit   ,The Return of the King 
ARAGORN,Gondor calls for aid ,The Return of the King 
THEODEN,And Rohan will answer  Muster the Rohirrim        Assemble the army at Dunharrow  as many men as can be found  You have two     days   On the third we ride for Gondor and     war  ,The Return of the King 
EOMER, Forward   ,The Return of the King 
MERRY,ThreefooteightYou did something ,The Two Towers 
PIPPIN,Merry dont Dont drink it ,The Two Towers 
PIPPIN,MerryNo Treebeard said that youshouldnt have any ,The Two Towers 
MERRY,I want some ,The Two Towers 
PIPPIN,lt could well be dangerous ,The Two Towers 
PIPPIN,Give me it back Merry ,The Two Towers 
PIPPIN,Whats happening ,The Two Towers 
MERRY,AaaghIts got my leg ,The Two Towers 
PIPPIN,Merry ,The Two Towers 
MERRY and PIPPIN,Help ,The Two Towers 
TREEBEARD,Away with youYou should not be wakingEat earth Dig deep Drink water ,The Two Towers 
TREEBEARD,Go to sleepAway with you Come the forest is waking up ,The Two Towers 
TREEBEARD,It isnt safeThe trees have grown wildand dangerousAnger festers in their heartsBlack are their thoughtsStrong is their hateThey will harm you if they canThere are too few of us nowToo few of us Ents left to manage them ,The Two Towers 
FRODO,  Its too late  Its over  Theyve taken it Sam  they took the Ring      ,The Return of the King 
SAM,  Begging your pardon but they havent     ,The Return of the King 
SAM,  I thought Id lost you  So I took it only for safekeeping      ,The Return of the King 
FRODO,  Give it to me   Give me the Ring Sam      Sam  Give me the Ring      You must understand  The Ring is my burden  It will destroy you Sam      ,The Return of the King 
SAM,  Come on Mr Frodo  Wed best find you some clothes  You cant go walking through Mordor in nowt but your skin      ,The Return of the King 
SAM,  We did it Mr Frodo  We made it to Mordor      ,The Return of the King 
FRODO,  There are so many of them  Well never get through unseen      ,The Return of the King 
FRODO,  Its Him the Eye     ,The Return of the King 
SAM,  We have to go in there Mr Frodo  Theres nothing for it   Come on lets just make it down the hill for starters      ,The Return of the King 
GANDALF,  Frodo has passed beyond my sight   The darkness is deepening      ,The Return of the King 
ARAGORN,  If Sauron had the Ring we would know it      ,The Return of the King 
GANDALF,     Its only a matter of time  He has suffered a defeat yes but behind the walls of Mordor our enemy is regrouping     ,The Return of the King 
GIMLI,  Let him stay there  Let him rot  Why should we care     ,The Return of the King 
GANDALF,  Because 10000 Orcs now stand between Frodo and Mount Doom     ,The Return of the King 
SARUMAN,The Forest of Fangornlies on our doorstep Burn it,The Two Towers 
ORC,Yes,The Two Towers 
WILDMAN,We will fight for you,The Two Towers 
SARUMAN,Swear it,The Two Towers 
WILDMAN,We will die for Saruman,The Two Towers 
SARUMAN,The HorseMen took your landsThey drove your people into the hillsto scratch a living off rocks ,The Two Towers 
WILDMAN,Murderers,The Two Towers 
SARUMAN,Take back the lands they stole from youBurn every village,The Two Towers 
SARUMAN VOICE OVER,We have only to remove thosewho oppose usIt will begin in RohanToo long have these peasantsstood against youBut no more,The Two Towers 
MORWEN,Eothain EothainYou take your sisterYoull go faster with just two,The Two Towers 
MORWEN,Listen to me You must ride to Edorasand raise the alarm Do you understand me,The Two Towers 
SAM,There are dead thingsDead faces in the water ,The Two Towers 
GOLLUM,All dead All rottenElves and Men and OrcsesA great battle long agoDead MarshesYes Yes that is their nameThis wayDont follow the lights ,The Two Towers 
GOLLUM,Careful now Or Hobbits go downto join the dead onesand light little candlesof their own ,The Two Towers 
SAM,Frodo ,The Two Towers 
FRODO,    Gollum ,The Two Towers 
GOLLUM,Dont follow the lights ,The Two Towers 
FRODO,Gollum ,The Two Towers 
SAM,Mr FrodoAre you all right ,The Two Towers 
GOLLUM,So brightSo beautiful ,The Two Towers 
GOLLUM,Our precious ,The Two Towers 
FRODO,What did you say ,The Two Towers 
GOLLUM,Master should be restingMaster needs to keep up his strength ,The Two Towers 
FRODO,Who are you ,The Two Towers 
GOLLUM,Mustnt ask us Not its businessGollum Gollum ,The Two Towers 
SAM,It must be getting near teatime Leastways it would be in decent places     where there is still teatime ,The Return of the King 
GOLLUM,Were not in decent places ,The Return of the King 
SAM,Mr Frodo  What is it ,The Return of the King 
FRODO,Its just a feeling  I dont think Ill be coming back ,The Return of the King 
SAM,Yes you will  Of course you will  Thats just morbid thinking  Were     going there and back again just like Mr Bilbo  Youll see ,The Return of the King 
FRODO, I think these lands were once part of the Kingdom of Gondor ,The Return of the King 
FRODO,Long ago when there was a King ,The Return of the King 
SAM,Mr Frodo look  The King has got a crown again   ,The Return of the King 
MERRY, What are     they eating when they cant get hobbit  ,The Fellowship of the Ring 
STRIDER,                    ,The Fellowship of the Ring 
FRODO,Who is     she  This woman you sing of   ,The Fellowship of the Ring 
STRIDER,Tis the Lady of Lthien The Elf Maiden who gave her love     to Beren  a mortal ,The Fellowship of the Ring 
FRODO,What happened to her ,The Fellowship of the Ring 
STRIDER, She died    ,The Fellowship of the Ring 
SARUMAN,The power of Isengard is at your command ,The Fellowship of the Ring 
SARUMAN,Sauron  Lord of the Earth ,The Fellowship of the Ring 
GIMLI, Stay close young     hobbits,The Fellowship of the Ring 
GALADRIEL VOICE-OVER,Frodo  Frodo ,The Fellowship of the Ring 
GIMLI,and are never seen again ,The Fellowship of the Ring 
GALADRIEL VOICE-OVER,Your coming to us  is as the footsteps of doom     You bring great evil here Ringbearer ,The Fellowship of the Ring 
SAM,Mr Frodo  ,The Fellowship of the Ring 
GIMLI,Well  Heres one dwarf she wont ensnare so easily I     have the eyes of a hawk and ears of a fox  ,The Fellowship of the Ring 
GIMLI,Oh ,The Fellowship of the Ring 
HALDIR, The dwarf     breathes so loud we could have shot him in the dark ,The Fellowship of the Ring 
HALDIR,Mae govannen Legolas Thranduilion ,The Fellowship of the Ring 
SAM,You never know ,The Two Towers 
FRODO,Sam My dear Sam ,The Two Towers 
SAM,Its very special thatIts the best salt in all the Shire ,The Two Towers 
FRODO,It is special Its a little bit of home ,The Two Towers 
FRODO,We cant leave this here for someoneto follow us down ,The Two Towers 
SAM,Whos gonna follow us down hereMr FrodoIts a shame reallyLady Galadriel gave me thatReal Elvish rope    Well theres nothing for itIts one of my knotsWont come free in a hurry ,The Two Towers 
FRODO,Real Elvish rope ,The Two Towers 
SAM,Mordor The one place in Middleearthwe dont want to see any closerAnd its the one placewere trying to get toIts just where we cant get    Lets face it Mr Frodo were lostI dont think Gandalf meant for us tocome this way ,The Two Towers 
FRODO,He didnt mean for a lot of thingsto happen Sambut they did ,The Two Towers 
SAM,Mr FrodoIts the Ring isnt it ,The Two Towers 
FRODO,Its getting heavier ,The Two Towers 
FRODO,What food have we got left ,The Two Towers 
SAM,Let me seeOh yes LovelyLembas bread And lookMore lembas bread ,The Two Towers 
SAM,I dont usually hold with foreign foodbut this Elvish stuff its not bad ,The Two Towers 
FRODO,Nothing ever dampens your spiritsdoes it Sam ,The Two Towers 
BILBO,My old sword Sting  Here take it take it ,The Fellowship of the Ring 
FRODO,Its so light ,The Fellowship of the Ring 
BILBO,Yes Yes  Made by the elves you know  The blade glows blue     when orcs are close and its times like that my lad when you have to be     extra careful    Heres a pretty thing  Mithril         as light as a feather and as hard as dragon scales  Let me see you put     it on go on ,The Fellowship of the Ring 
BILBO, My my     old ring  Well I should very much like to hold it again one last     time  ,The Fellowship of the Ring 
BILBO,Im sorry I brought this upon you my boy     Im sorry that you must carry this     burden  Im sorry for everything ,The Fellowship of the Ring 
ELROND,The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him  no oath nor bond is laid to go further than you will     Farewell Hold to     your purpose and may the blessings of elves  and men      and all free folk  go with     you  ,The Fellowship of the Ring 
BOROMIR,You are no elf ,The Fellowship of the Ring 
ARAGORN,Men of the South are welcome here ,The Fellowship of the Ring 
BOROMIR, Who are you  ,The Fellowship of the Ring 
ARAGORN,Im a friend of Gandalf the Grey ,The Fellowship of the Ring 
BOROMIR, Then we are here on a     common purpose  friend ,The Fellowship of the Ring 
BOROMIR,The shards of Narsil   The blade that cut the Ring from     Saurons hand  Ah Its still sharp  but no more than a broken heirloom    ,The Fellowship of the Ring 
ARWEN,Why do you fear the past  You are Isildurs heir not     Isildur himself  You are not bound to his fate ,The Fellowship of the Ring 
PIPPIN,    Hes not dead HES NOT DEAD  NO NO Hes not dead  ,The Return of the King 
DENETHOR,    Farewell Peregrin son of Paladin ,The Return of the King 
PIPPIN,    NO NO  ,The Return of the King 
DENETHOR,    I release you from my service Go now and die and what way seems best to you  ,The Return of the King 
SOLDIER,    Come on soldier move it  ,The Return of the King 
SOLDIER,    Hurry along there hurry along ,The Return of the King 
PIPPIN,    Gandalf  Wheres     Gandalf  GANDALF     ,The Return of the King 
SNAGA,Just a mouthfula bit of the flank ,The Two Towers 
UGLUK,Looks like meats back on the menuboys ,The Two Towers 
MERRY,PippinLets go ,The Two Towers 
GRISHNAKH,Go onCall for help SquealNo ones going to save you now  ,The Two Towers 
MERRY,Pippin ,The Two Towers 
PIPPIN,Aaaaaaaagh ,The Two Towers 
LEGOLAS,A red sun risesBlood has been spilled this night,The Two Towers 
ARAGORN,Riders of Rohanwhat news from the Mark ,The Two Towers 
EOMER,What business does an Elf a Manand a Dwarf have in the RiddermarkSpeak quickly ,The Two Towers 
GIMLI,Give me your name horsemasterand I shall give you mine ,The Two Towers 
EOMER,I would cut off your head Dwarfif it stood but a little higherfrom the ground ,The Two Towers 
LEGOLAS,You would die before your stroke fell ,The Two Towers 
ARAGORN,I am Aragorn son of ArathornThis is Gimli son of Gloinand Legolas of the Woodland RealmWe are friends of Rohanand of Theoden your king ,The Two Towers 
EOMER,Theoden no longer recognizesfriend from foe Not even his own kin Saruman has poisoned the mindof the kingand claimed lordship over these lands    My company are those loyal to RohanAnd for that we are banishedThe White Wizard is cunningHe walks here and there they sayas an old man hooded and cloakedAnd everywhere his spiesslip past our nets ,The Two Towers 
SOLDIER,Very good sir ,The Return of the King 
THEODEN, Gamling   ,The Return of the King 
GAMLING,My lord ,The Return of the King 
THEODEN,Make haste across the Riddermark  Summon every ablebodied man to     Dunharrow   ,The Return of the King 
GAMLING,I will   ,The Return of the King 
ARAGORN,Do you ride with us ,The Return of the King 
EOWYN,Just to the encampment  Its tradition for the women of the court to     farewell the men           The men have found their captain  They will follow you into battle  Even     to death  You have given us hope  ,The Return of the King 
MERRY,Excuse me   I have     a sword  Please accept it   I offer you my service Theoden King ,The Return of the King 
THEODEN,And gladly I accept it        You shall be Meriadoc esquire of Rohan  ,The Return of the King 
GIMLI,Horse men  I wish I could muster an army of Dwarves fully armed and     filthy   ,The Return of the King 
LEGOLAS,Your kinsmen may have no need to ride to war  I fear war already     marches on their own lands  ,The Return of the King 
THEODEN,  ,The Return of the King 
EOMER, Now is the hour     Riders of Rohan  Oaths you have taken  Now fulfil them all to Lord and     Land  Hah ,The Return of the King 
PIPPIN,Why are there so few of youwhen you have lived so long Are there Ent children ,The Two Towers 
TREEBEARD,BrurahroomThere have been no Entingsfor a terrible long count of years ,The Two Towers 
MERRY,Why is that ,The Two Towers 
TREEBEARD,We lost the Entwives ,The Two Towers 
PIPPIN,Oh Im sorry How did they die ,The Two Towers 
TREEBEARD,Die NoWe lost themAnd now we cannot find them I dont suppose youve seen Entwives in the Shire ,The Two Towers 
MERRY,Cant say that I have You Pip ,The Two Towers 
PIPPIN, What do they     look like ,The Two Towers 
TREEBEARD,I dont remember now,The Two Towers 
GANDALF,Edoras and the Golden Hall of Meduseld There dwells Theoden     King of Rohan whose mind is overthrown Sarumans hold over King     Theoden is now very strong ,The Two Towers 
EOWYN,My lord your sonhe is dead  My lord Uncle Will you not go to him Will you do     nothing ,The Two Towers 
GANDALF,Be careful what you sayDo not look for welcome here     ,The Two Towers 
GRIMA,Oh he must have died sometime in the night What a tragedy     for the kingto lose his only son and heir ,The Two Towers 
GANDALF,  Ive sent him to his death      ,The Return of the King 
ARAGORN,  No  There is still hope for Frodo  He needs time and safe passage across the plains of    Gorgoroth  We can give him that      ,The Return of the King 
GIMLI,  How     ,The Return of the King 
ARAGORN,  Draw out Saurons armies  Empty his lands   Then we gather our full strength and march on the Black Gate      ,The Return of the King 
EOMER,  We cannot achieve victory through strength of arms      ,The Return of the King 
ARAGORN,  Not for ourselves  But we can give Frodo his chance if we keep Saurons eye fixed upon us   Keep him blind to all else that moves      ,The Return of the King 
LEGOLAS,  A diversion      ,The Return of the King 
GIMLI,  Certainty of death small chance of success what are we waiting for      ,The Return of the King 
GANDALF,  Sauron will suspect a trap  He will not take the bait     ,The Return of the King 
ARAGORN,  Oh I think he will      ,The Return of the King 
ARAGORN,  Long have you hunted me  Long have I eluded you  No more   Behold the Sword of Elendil      ,The Return of the King 
EOTHAIN,Yes Mama,The Two Towers 
FREDA,I dont want to leaveI dont want to go Mama,The Two Towers 
MORWEN, Freda I will find     you there,The Two Towers 
MORWEN,Quickly Go child,The Two Towers 
SARUMAN VOICE OVER,Rohan my lordis ready to fall,The Two Towers 
EOMER,TheodredFind the kings son,The Two Towers 
ROHAN HORSEMAN,Mordor will pay for this,The Two Towers 
EOMER,These Orcs are not from Mordor,The Two Towers 
ROHAN HORSEMAN,My Lord Eomer over here,The Two Towers 
EOMER,Hes alive,The Two Towers 
EOWYN,Theodred,The Two Towers 
EOWYN,Your son is badly wounded my lord,The Two Towers 
EOMER,He was ambushed by OrcsIf we dont defend our countrySaruman will take it by force,The Two Towers 
GRIMA,That is a lieSaruman the White has ever beenour friend and ally,The Two Towers 
FRODO,Gandalf told me you wereone of the riverfolk ,The Two Towers 
GOLLUM,Cold be heart and hand and boneCold be travellers far from home ,The Two Towers 
FRODO,He said your life was a sad story ,The Two Towers 
GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead ,The Two Towers 
FRODO,You were not so very differentfrom a Hobbit onceWere youSmeagol ,The Two Towers 
GOLLUM,What did you call me ,The Two Towers 
FRODO,That was your name once wasnt itA long time ago ,The Two Towers 
GOLLUM,My nameMy nameSmeagol ,The Two Towers 
GOLLUM,Aagh ,The Two Towers 
SAM,Black Riders ,The Two Towers 
GOLLUM,Hide Hide ,The Two Towers 
FRODO,Aagh ,The Two Towers 
FRODO,Aagh ,The Two Towers 
SAM,Come on Frodo Come on ,The Two Towers 
GOLLUM,Quick They will see usThey will see us ,The Two Towers 
SAM,I thought they were dead ,The Two Towers 
GOLLUM,Come on Hobbits  Mustnt stop now   This way   ,The Return of the King 
PIPPIN,So I imagine this is just a ceremonial position    I mean they dont actually expect me to do any     fighting   do they   ,The Return of the King 
GANDALF,Youre in the service of the steward now  Youll have to do as you are     told Peregrin Took ,The Return of the King 
GANDALF,Ridiculous Hobbit  Guard of the Citadel  ,The Return of the King 
GANDALF,Thank you   ,The Return of the King 
PIPPIN,Theres no more stars  Is it time   ,The Return of the King 
GANDALF,Yes ,The Return of the King 
PIPPIN, Its so quiet   ,The Return of the King 
GANDALF,Its the deep breath before the plunge  ,The Return of the King 
PIPPIN,I dont want to be in a battle  But waiting on the edge of one I cant     escape is even worse  Is     there any hope Gandalf for Frodo and Sam   ,The Return of the King 
GANDALF,There never was much hope  Just a fools hope   Our enemy is ready      His full strengths gathered   Not only orcs but men as well      Legions of Haradrim from     the South mercenaries from the coast      All will answer Mordors call  ,The Return of the King 
CAPTAIN,Come on ,The Return of the King 
SAURON VOICE,Build     me an army worthy of Mordor ,The Fellowship of the Ring 
ORC,What orders from Mordor my Lord What does the Eye command ,The Fellowship of the Ring 
SARUMAN,We have work to do ,The Fellowship of the Ring 
ORC,The trees are strong my Lord  The roots go deep ,The Fellowship of the Ring 
SARUMAN,Rip them all down  ,The Fellowship of the Ring 
STRIDER,This was the great watch tower of Amon    ,The Fellowship of the Ring 
STRIDER, These are for you      Keep them close Im going to have a look round  Stay here    ,The Fellowship of the Ring 
MERRY,My tomatos burst ,The Fellowship of the Ring 
PIPPIN,Can I have some bacon ,The Fellowship of the Ring 
MERRY,OK  Want a tomato Sam  ,The Fellowship of the Ring 
FRODO,      What are you doing  ,The Fellowship of the Ring 
